DCA License Number,License Type,License Expiration Date,License Status,License Creation Date,Industry,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code,Community Board,Council District,BIN,BBL,NTA,Census Tract,Detail,Longitude,Latitude,Location
2071425-DCA,Business,2021-03-31,Active,2018-05-17,Garage,225 W. 49 DEVELOPMENT LLC.,,225,W 49TH ST,,NEW YORK,NY,10019,2126269779,Manhattan,1.0,105.0,3.0,1024791,1010210012,MN17,125.0,"Vehicle Spaces: 175, Bicycle Spaces: 18",-73.98509531082306,40.761049731886665,"(40.761049731886665, -73.98509531082307)"
1413579-DCA,Business,2017-03-15,Inactive,2011-11-03,Dealer In Products,FRIENDS PHARMACY INC.,,342,KINGS HWY,,BROOKLYN,NY,11223,7187534900,Brooklyn,3.0,311.0,47.0,3338854,3066520069,BK29,424.0,,-73.97762504952784,40.60484357971762,"(40.60484357971762, -73.97762504952784)"
2081110-DCA,Business,2020-04-30,Active,2019-01-04,Tow Truck Company,"LOPEZ, JULIO C",JULIO TOWING TRUCK,2170,WEBSTER AVE,,BRONX,NY,10457,9174826379,Bronx,2.0,206.0,15.0,2011137,2030300042,BX41,379.0,Active Plate Numbers:  8254,-73.89710848716291,40.85384508114657,"(40.85384508114656, -73.89710848716291)"
2077070-DCA,Business,2020-06-15,Active,2018-08-15,Auction House Premises,BONHAMS & BUTTERFIELDS AUCTIONEERS CORPORATION,,580,MADISON AVE,,NEW YORK,NY,10022,2126449001,Manhattan,1.0,105.0,4.0,1035778,1012920015,MN17,11202.0,,-73.97264851328991,40.761909298551295,"(40.7619092985513, -73.9726485132899)"
1161391-DCA,Business,2018-04-30,Inactive,2012-05-15,Tow Truck Company,"RYAN'S TOWING 1, INC.",,9120,182ND ST,,HOLLIS,NY,11423,7182970999,Queens,4.0,412.0,27.0,4211768,4098980113,,,,-73.77935050418488,40.70960017326829,"(40.70960017326829, -73.77935050418488)"
2030393-DCA,Business,2017-01-31,Inactive,2015-11-12,Debt Collection Agency,"Exclusive Debt Recovery, Inc",,80,BROAD ST,,NEW YORK,NY,10004,9142177844,Manhattan,1.0,101.0,1.0,1000038,1000110021,MN25,9.0,,-74.01158106815026,40.704321532367246,"(40.70432153236724, -74.01158106815026)"
2025678-DCA,Business,2021-07-31,Active,2015-07-15,Secondhand Dealer - Auto,"1590 HYLAN BLVD AUTO, LLC",ISLAND HYUNDAI,1590,HYLAN BLVD,,STATEN ISLAND,NY,10305,7187272277,Staten Island,5.0,502.0,50.0,5049844,5033690034,SI36,70.0,,-74.08913409394157,40.58986576097404,"(40.58986576097405, -74.08913409394157)"
2006608-DCA,Business,2014-08-03,Inactive,2014-04-22,Amusement Device Temporary,WONDERLAND MIDWAY CORP,,2378,FLATBUSH AVE,,BROOKLYN,NY,11234,3474532433,Brooklyn,3.0,318.0,46.0,3241346,3085280061,BK45,662.0,,-73.92528247161839,40.61226535755615,"(40.61226535755615, -73.92528247161839)"
2070206-DCA,Business,2021-07-31,Active,2018-04-30,Secondhand Dealer - Auto,T & N AUTO DEALERSHIP CORP,,3701,CRESCENT ST,,LONG ISLAND CITY,NY,11101,7186066592,Queens,4.0,401.0,26.0,4004458,4003680018,QN68,51.0,,-73.93479752805493,40.75676416622981,"(40.75676416622981, -73.93479752805494)"
1426468-DCA,Business,2017-07-31,Inactive,2012-04-25,Secondhand Dealer - Auto,USA1 AUTO SALES INC.,,12047,FLATLANDS AVE,,BROOKLYN,NY,11207,646-423-8280,Brooklyn,3.0,305.0,42.0,3098062,3044090029,BK82,1104.0,,-73.88889003647087,40.65164564259443,"(40.65164564259443, -73.88889003647087)"
1458011-DCA,Business,2015-11-01,Inactive,2013-02-20,Pedicab Business,"ZHARKOVA, ANASTASIYA",,7101,35TH AVE,,JACKSON HEIGHTS,NY,11372,3474395164,Queens,4.0,403.0,25.0,4028861,4012580043,QN28,291.0,,-73.8947629519995,40.75074001945689,"(40.750740019456885, -73.8947629519995)"
1192930-DCA,Business,2021-03-31,Active,2013-03-01,Garage,QUIK PARK SWIFT LLC,,140,E 56TH ST,,NEW YORK,NY,10022,2128322066,Manhattan,1.0,106.0,4.0,1036625,1013100502,MN19,100.0,"Vehicle Spaces: 50, Bicycle Spaces:",-73.96935358190491,40.760127130661715,"(40.76012713066171, -73.9693535819049)"
0917917-DCA,Business,2015-08-25,Inactive,2013-01-04,Bingo Game Operator,JOE TORRE EAST HIGHWAY LITTLE LEAGUE,2339 NOSTRAND AVENUE CORP.,2339,NOSTRAND AVE,,BROOKLYN,NY,11210,7183390100,Brooklyn,3.0,318.0,45.0,3207054,3075940016,BK58,742.0,,-73.94705333186262,40.62777454495287,"(40.627774544952864, -73.94705333186263)"
2079516-DCA,Business,2019-04-30,Inactive,2018-10-29,Pawnbroker,JOES JEWELRY INC.,,1163,2ND AVE,,NEW YORK,NY,10065,7182162246,Manhattan,1.0,108.0,4.0,1043794,1014160021,MN31,110.0,,-73.96332071811862,40.76201924083893,"(40.762019240838924, -73.96332071811862)"
2001366-DCA,Business,2015-03-31,Inactive,2013-12-06,Garage,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,800,UNION ST,,BROOKLYN,NY,11215,2125025490,Brooklyn,3.0,306.0,33.0,3020198,3009570029,BK37,157.0,"Vehicle Spaces: 261, Bicycle Spaces: 21",-73.97610189623047,40.674706310066576,"(40.674706310066576, -73.97610189623047)"
1416878-DCA,Business,2020-06-30,Active,2012-01-05,Scrap Metal Processor,ARMA D&S INC.,,388,JEFFERSON ST,,BROOKLYN,NY,11237,718-497-5350,Brooklyn,3.0,304.0,34.0,3346856,3031760024,BK77,447.0,,-73.92433312911486,40.70625975158392,"(40.70625975158392, -73.92433312911486)"
2032911-DCA,Business,2017-12-31,Inactive,2016-02-01,Laundry Jobber,NYC VALET CLEANERS CORP,,322,W 57TH ST,,NEW YORK,NY,10019,7182221381,Manhattan,1.0,104.0,3.0,1025450,1010477503,MN15,139.0,,-73.98375462066866,40.76707700429356,"(40.76707700429356, -73.98375462066865)"
2020493-DCA,Business,2018-03-15,Inactive,2015-04-03,Amusement Device Portable,"ANYTHING AMUSING, INC",,638,TYSENS LN,,STATEN ISLAND,NY,10306,9177106263,Staten Island,5.0,503.0,50.0,5055425,5040070086,SI25,12806.0,Device Name: SPONGEBOB BOUNCER,-74.11364259066582,40.5622725608443,"(40.5622725608443, -74.11364259066582)"
1393021-DCA,Business,2021-01-31,Active,2011-05-20,Debt Collection Agency,"DRESSLER & ASSOCIATES, LLC",,3992,AMBOY RD,,STATEN ISLAND,NY,10308,3476951385,Staten Island,5.0,503.0,51.0,5065714,5051430022,SI54,13203.0,,-74.1504951130666,40.550443961938576,"(40.550443961938576, -74.1504951130666)"
1380492-DCA,Business,2013-12-31,Inactive,2011-01-11,Laundry Jobber,"FREIJ, BASSEL B",ELEGANCE,514,81ST ST,,BROOKLYN,NY,11209,7185518172,Brooklyn,3.0,310.0,43.0,3151763,3059990012,BK31,138.0,,-74.02386578378686,40.62468539133234,"(40.62468539133234, -74.02386578378686)"
1192272-DCA,Business,2020-03-15,Active,2013-02-08,Amusement Device Portable,SEND IN THE CLOWNS ENTERTAINMENT CORP.,VELCRO WALL,50,NASSAU TERMINAL RD,,NEW HYDE PARK,NY,11040,5163541515,Outside NYC,,,,,,,,Device Name: VELCRO WALL,-77.51958437167269,40.112385336598024,"(40.11238533659802, -77.51958437167269)"
1474504-DCA,Business,2014-07-02,Inactive,2013-09-30,Garage,PV PARKING III CORP,,124,E 124TH ST,,NEW YORK,NY,10035,7186091200,Manhattan,1.0,111.0,8.0,1054451,1017720060,MN34,196.0,"Vehicle Spaces: 145, Bicycle Spaces: 14",-73.93858370773984,40.80397296032728,"(40.80397296032728, -73.93858370773984)"
1435947-DCA,Business,2018-04-30,Inactive,2012-06-20,Pawnbroker,BL2 INC.,,767,3RD AVE,,NEW YORK,NY,10017,212-776-1020,Manhattan,1.0,106.0,4.0,1037996,1013210047,MN19,90.0,,-73.97187923794615,40.75427597859904,"(40.75427597859904, -73.97187923794615)"
1458507-DCA,Business,2013-04-21,Inactive,2013-02-26,Amusement Device Temporary,"LEWIS J. NEWTON & SONS CONCESSIONS, INC.",NEWTON SHOWS,4075,JERICHO TPKE,,EAST NORTHPORT,NY,11731,6314996824,Outside NYC,,,,,,,,,-77.51958437167269,40.112385336598024,"(40.11238533659802, -77.51958437167269)"
1192939-DCA,Business,2019-03-31,Inactive,2013-03-05,Garage,QUIK PARK REAL LLC,,35,PARK AVE,,NEW YORK,NY,10016,2128322066,Manhattan,1.0,106.0,3.0,1018885,1008910003,MN20,80.0,"Vehicle Spaces: 47, Bicycle Spaces:",-73.98050023719543,40.74821461387968,"(40.74821461387969, -73.98050023719544)"
2087794-DCA,Business,2020-04-30,Active,2019-07-01,Tow Truck Company,PEOPLE'S CHOICE AUTOMOTIVE CORP,,1301,WESTCHESTER AVE,,BRONX,NY,10459,6469696968,Bronx,2.0,203.0,17.0,2010896,2030060001,BX35,12101.0,"Active Plate Numbers:  7665, 7640, 7639",-73.88635966146978,40.827532430059854,"(40.827532430059854, -73.88635966146978)"
1386509-DCA,Business,2013-03-15,Inactive,2011-03-31,Dealer In Products,"SUMMITEK, INC.",,13133,31ST AVE,,FLUSHING,NY,11354,7187475407,Queens,4.0,407.0,19.0,4442075,4043610027,QN23,907.0,,-73.83807520963076,40.76921505404201,"(40.76921505404201, -73.83807520963076)"
1466377-DCA,Business,2017-03-31,Inactive,2013-06-04,Garage,"KINNEY PARKING SYSTEM, LLC",,10736,QUEENS BLVD,,FOREST HILLS,NY,11375,2125025490,Queens,4.0,406.0,29.0,4312083,4032390501,QN17,711.0,"Vehicle Spaces: 69, Bicycle Spaces: 7",-73.84491200091756,40.72155906657832,"(40.721559066578315, -73.84491200091757)"
1317171-DCA,Business,2020-04-30,Active,2011-08-02,Tow Truck Company,FRONTLINE AUTOMOTIVE 1 INC,FRONTLINE AUTOMOTIVE,1518,ATLANTIC AVE,,BROOKLYN,NY,11213,7184931212,Brooklyn,3.0,308.0,36.0,3029905,3012040006,BK61,311.0,"Active Plate Numbers:  6859, 5926",-73.94125946075351,40.67799576140517,"(40.67799576140517, -73.94125946075351)"
2010858-DCA,Business,2016-09-30,Inactive,2014-07-17,Newsstand,"HOLLINGSWORTH, HARRY",,N/E/C,ADAM CLAYTON POWELL JR BOULEVARD,WEST  134 STREET,NEW YORK,NY,10030,2124912827,Manhattan,1.0,110.0,9.0,,,,,,-73.94419156349609,40.81463357258795,"(40.81463357258795, -73.9441915634961)"
2031723-DCA,Business,2017-12-31,Inactive,2015-12-28,Laundry Jobber,"UDUGAMPOLA, NIROSHA",Cosmopolitan Cleaners,927,MANOR RD,,STATEN ISLAND,NY,10314,7183707576,Staten Island,5.0,502.0,50.0,5017629,5007000001,SI05,173.0,,-74.1207433990803,40.604057706451094,"(40.604057706451094, -74.1207433990803)"
1412670-DCA,Business,2020-04-30,Active,2013-06-06,Tow Truck Company,DOWNTOWN AUTO REPAIRS INC.,,198,10TH ST,,BROOKLYN,NY,11215,7184994212,Brooklyn,3.0,306.0,39.0,3022432,3010140043,BK37,121.0,"Active Plate Numbers:  6916, 5781",-73.99205842761381,40.67111011718375,"(40.67111011718375, -73.99205842761381)"
2049071-DCA,Business,2021-03-15,Active,2017-03-03,Dealer In Products,TOP CARE PHARMACY RX LLC,,380,RALPH AVE,,BROOKLYN,NY,11233,7189758555,Brooklyn,3.0,308.0,41.0,3035749,3013440128,BK61,307.0,,-73.92193409377296,40.67590373267445,"(40.675903732674456, -73.92193409377295)"
1464288-DCA,Business,2015-03-31,Inactive,2013-05-16,Garage,STANDARD PARKING CORPORATION,,951,RIVER AVE,,BRONX,NY,10452,7185384611,Bronx,2.0,204.0,17.0,2116393,2024930009,BX63,63.0,"Vehicle Spaces: 790, Bicycle Spaces:",-73.92439421908942,40.8304812704075,"(40.8304812704075, -73.92439421908942)"
2026772-DCA,Business,2017-12-31,Inactive,2015-08-07,Laundry Jobber,"BEDFORD LAUNDROMAT, INC",,62,BEDFORD ST,,NEW YORK,NY,10014,917-747-1817,Manhattan,1.0,102.0,3.0,1009934,1005870001,MN23,67.0,,-74.00473748968645,40.731215175164145,"(40.73121517516414, -74.00473748968645)"
1446199-DCA,Business,2013-11-01,Inactive,2012-09-25,Pedicab Business,"DIABATE, BATIEMOKO",,53,W 129TH ST,,NEW YORK,NY,10027,3477376673,Manhattan,1.0,110.0,9.0,1053719,1017270010,MN03,208.0,,-73.94231718699412,40.8097772365765,"(40.8097772365765, -73.94231718699413)"
2015548-DCA,Business,2021-03-15,Active,2014-11-14,Dealer In Products,"Eschen Prosthetic & Orthotic Laboratories, Inc.",,510,E 73RD ST,,NEW YORK,NY,10021,2126061262,Manhattan,1.0,108.0,5.0,1046261,1014847501,MN31,124.0,,-73.95249120275653,40.767197357276494,"(40.767197357276494, -73.95249120275653)"
1439961-DCA,Business,2020-04-30,Inactive,2012-08-03,Tow Truck Company,A&L COLLISION SPECIALIST INC,,50,STORER AVE,,STATEN ISLAND,NY,10309,718-809-6346,Staten Island,5.0,503.0,51.0,5155191,5073150078,SI11,226.0,"Active Plate Numbers:  7691, 8408",-74.23637053213204,40.539218470888294,"(40.539218470888294, -74.23637053213204)"
1278137-DCA,Business,2013-07-31,Inactive,2013-06-04,Secondhand Dealer - Auto,PLANET AUTOMOTIVE INC.,K.G. SUZUKI,3715,NORTHERN BLVD,,LONG IS CITY,NY,11101,718-786-0004,Queens,4.0,401.0,26.0,4009574,4006370075,QN68,55.0,,-73.92587634297742,40.75211465952263,"(40.75211465952263, -73.92587634297742)"
2088309-DCA,Business,2020-03-15,Active,2019-07-16,Amusement Device Portable,PARTY HEADQUARTERS INC.,PARTY HEADQUARTERS - BOUNCE HOUSE,1831,E 38TH ST,,BROOKLYN,NY,11234,9176353460,Brooklyn,3.0,318.0,46.0,3239292,3084820027,BK45,654.0,Device Name: BOUNCE HOUSE,-73.93276940626725,40.61328555448456,"(40.613285554484555, -73.93276940626725)"
1392435-DCA,Business,2011-06-12,Inactive,2011-06-08,Amusement Device Temporary,TRI-STAR AMUSEMENTS INC.,CHURCH OF OUR LADY OF MT. CARMEL,627,E 187TH ST,,BRONX,NY,10458,6463027946,Bronx,2.0,206.0,15.0,2012220,2030760025,BX06,389.0,,-73.88665957177719,40.855108831678535,"(40.855108831678535, -73.88665957177719)"
2013268-DCA,Business,2019-03-15,Inactive,2014-09-11,Dealer In Products,ALRITE PHARMACY INC.,,161,HESTER ST,,NEW YORK,NY,10013,2129658688,Manhattan,1.0,102.0,1.0,1003112,1002380033,MN24,41.0,,-73.99643948949209,40.7176451366252,"(40.717645136625194, -73.9964394894921)"
2018476-DCA,Business,2015-04-19,Inactive,2015-02-19,Amusement Device Temporary,"LEWIS J. NEWTON & SONS, CONCESSIONS, INC.",,7350,LITTLE NECK PKWY,,GLEN OAKS,NY,11004,6314996824,Queens,4.0,413.0,23.0,4438378,4084010001,QN43,1567.0,,-73.71943124938431,40.748162746243366,"(40.74816274624337, -73.71943124938431)"
2011388-DCA,Business,2020-05-01,Active,2014-07-31,Employment Agency,NEW JOB EMPLOYMENT AGENCY LLC,,4507,5TH AVE,,BROOKLYN,NY,11220,718-576-3898,Brooklyn,3.0,307.0,38.0,3011590,3007480006,BK34,96.0,,-74.0075099650487,40.647793240807225,"(40.647793240807225, -74.0075099650487)"
1408147-DCA,Business,2013-01-31,Inactive,2011-09-16,Debt Collection Agency,"FEIN, SUCH AND CRANE, LLP",,28,E MAIN ST,,ROCHESTER,NY,14614,5852327400,Outside NYC,,,,,,,,,-77.51958437167269,40.112385336598024,"(40.11238533659802, -77.51958437167269)"
1412783-DCA,Business,2017-12-31,Inactive,2011-11-07,Laundry Jobber,VALDEZ CLEANERS INC.,,153,E 181ST ST,,BRONX,NY,10453,3477129415,Bronx,2.0,205.0,14.0,2013753,2031620001,BX40,23704.0,,-73.90280046818961,40.854750280063016,"(40.854750280063016, -73.90280046818961)"
1413737-DCA,Business,2011-12-21,Inactive,2011-11-21,Special Sale,"BARRINGTON GALLERY OF LONDON, LTD.",,572,5TH AVE,,NEW YORK,NY,10036,2123029546,Manhattan,1.0,105.0,3.0,1034336,1012620038,MN17,96.0,,-73.97876527764832,40.75640188693532,"(40.756401886935315, -73.97876527764831)"
2088491-DCA,Business,2021-03-31,Active,2019-07-19,Parking Lot,CR PARKING INC.,,376,E 184TH ST,,BRONX,NY,10458,7186180992,Bronx,2.0,205.0,15.0,2013340,2031430285,BX40,38302.0,"Vehicle Spaces: 147, Bicycle Spaces: 14",-73.89580164561991,40.85736536264772,"(40.85736536264772, -73.8958016456199)"
1474336-DCA,Business,2015-11-01,Inactive,2013-09-24,Pedicab Business,"QODIROVA, MAHINAKHON",,2607,E 12TH ST,,BROOKLYN,NY,11235,6464575375,Brooklyn,3.0,315.0,48.0,3391741,3074567501,BK17,606.0,,-73.95814214198418,40.58730710597083,"(40.58730710597083, -73.95814214198418)"
1472251-DCA,Business,2021-03-15,Active,2013-08-26,Dealer In Products,AMERICAN EAST PHARMACY INC.,,23,DIVISION ST,,NEW YORK,NY,10002,2129251900,Manhattan,1.0,103.0,1.0,1003518,1002810053,MN27,8.0,,-73.99616913670641,40.71411811053311,"(40.7141181105331, -73.99616913670641)"
2002670-DCA,Business,2015-04-30,Inactive,2014-01-16,Pawnbroker,"SEAPOD CAPITAL GROUP, LLC",SEAPOD PAWNBROKER,3309,FULTON ST,,BROOKLYN,NY,11208,7818272673,Brooklyn,3.0,305.0,37.0,3092213,3041290060,BK83,117602.0,,-73.87346322671739,40.683296233576044,"(40.683296233576044, -73.87346322671739)"
1451628-DCA,Business,2017-01-31,Inactive,2012-12-07,Debt Collection Agency,GC SERVICES LIMITED PARTNERSHIP,GC SERVICES,4210,TERRACE AVE,,HUNTINGTON,WV,25705,3046967905,Outside NYC,,,,,,,,,-77.51958437167269,40.112385336598024,"(40.11238533659802, -77.51958437167269)"
2078074-DCA,Business,2020-03-31,Active,2018-09-12,Newsstand,"FINE, ELLEN",,N/W/C,LEXINGTON AVENUE,EAST   51 STREET,NEW YORK,NY,10022,9172027900,Manhattan,1.0,105.0,4.0,,,,,,-73.97190691152305,40.7571250312449,"(40.7571250312449, -73.97190691152305)"
2057597-DCA,Business,2017-11-28,Inactive,2017-08-28,Special Sale,FASHION HOME STORE CORP,,3840,BOSTON RD,,BRONX,NY,10475,718-798-7620,Bronx,2.0,212.0,12.0,2113606,2052590085,BX13,46202.0,,-73.83720420730623,40.88184340585437,"(40.88184340585437, -73.83720420730624)"
2058194-DCA,Business,2021-03-15,Active,2017-09-13,Dealer In Products,MENORAH MEDICAL SUPPLY INC,,505,DITMAS AVE,,BROOKLYN,NY,11218,,Brooklyn,3.0,312.0,39.0,3328445,3053890053,BK41,490.0,,-73.97391072086297,40.63601265225772,"(40.63601265225772, -73.97391072086299)"
1254918-DCA,Business,2013-01-31,Inactive,2011-01-18,Debt Collection Agency,"ARNOLD A. ARPINO & ASSOCIATES, P.C.",,155,E MAIN ST,,SMITHTOWN,NY,11787,6317245251,Outside NYC,,,,,,,,,-77.51958437167269,40.112385336598024,"(40.11238533659802, -77.51958437167269)"
2033606-DCA,Business,2018-01-26,Inactive,2016-02-23,Garage,SP PLUS CORPORATION,,459,E 149TH ST,,BRONX,NY,10455,2125025490,Bronx,2.0,201.0,17.0,2127050,2022947501,,,"Vehicle Spaces: 87, Bicycle Spaces: 9",-73.9159468263452,40.81536300571421,"(40.81536300571421, -73.9159468263452)"
1403413-DCA,Business,2012-03-15,Inactive,2011-08-16,Amusement Device Portable,PEOPLE PLEASERS OF NJ LIMITED LIABILITY COMPANY,BUGS RUN,1819,STATE ROUTE 35,,SOUTH AMBOY,NJ,08879,7327274342,Outside NYC,,,,,,,,Device Name: BUGS RUN,-77.51958437167269,40.112385336598024,"(40.11238533659802, -77.51958437167269)"
1395836-DCA,Business,2013-03-15,Inactive,2011-06-09,Amusement Device Portable,"DAYDREAM ENTERTAINMENT, INC.",13 X 13 CASTLE HOUSE BOUNCER,444,MANOR RD,,STATEN ISLAND,NY,10314,7185541500,Staten Island,5.0,501.0,50.0,5010446,5003700073,SI07,151.0,Device Name: 13 X 13 CASTLE HOUSE BOUNCER,-74.12359763225082,40.6168234692288,"(40.6168234692288, -74.12359763225083)"
1418663-DCA,Business,2014-05-01,Inactive,2012-02-01,Employment Agency,"MINIK MANAGEMENT, INC.",,2387,OCEAN AVE,,BROOKLYN,NY,11229,9492435310,Brooklyn,3.0,315.0,48.0,3197097,3072990071,BK44,560.0,,-73.95213250812749,40.60324380755828,"(40.60324380755828, -73.95213250812749)"
2018910-DCA,Business,2016-11-01,Inactive,2015-03-03,Pedicab Business,"KACHYNBAEV, ILGIZ",,3722,79TH ST,,JACKSON HEIGHTS,NY,11372,7186906927,Queens,4.0,403.0,25.0,4029920,4012890017,QN28,285.0,,-73.88704922751701,40.74911880069115,"(40.74911880069115, -73.88704922751701)"
2041370-DCA,Business,2016-08-21,Inactive,2016-07-28,Amusement Device Temporary,TOMMY'S MIDWAY INC.,,,BRONX PARK,,BRONX,NY,10460,7183256884,Bronx,2.0,101.0,1.0,1000812,1000220020,BX99,334.0,"Device Name(s):  KITE FLYER, ROCK O PLANE, ZIPPER, UMBRELLA RIDE, DRAGON WAGON, SWINGER, ROUND UP, TEA CUP, FLYING BUG, DIZZY DRAGON, COMBINATION, LOOP",-74.01290870587448,40.70627017391471,"(40.70627017391471, -74.01290870587448)"
2032158-DCA,Business,2017-12-31,Inactive,2016-01-05,Laundry Jobber,O & K LIDO CLEANERS INC,EASTMORE CLEANERS,311,LEXINGTON AVE,,NEW YORK,NY,10016,212-688-6789,Manhattan,1.0,106.0,4.0,1019107,1008930064,MN20,80.0,,-73.9779773150306,40.74878232203759,"(40.74878232203759, -73.97797731503059)"
1460353-DCA,Business,2015-03-15,Inactive,2013-03-21,Dealer In Products,137 PHARMACY CORP.,,3,W 137TH ST,,NEW YORK,NY,10037,2122814881,Manhattan,1.0,110.0,9.0,1053917,1017350033,MN03,212.0,,-73.9372014024082,40.81426767397454,"(40.81426767397454, -73.9372014024082)"
2043274-DCA,Business,2017-12-31,Inactive,2016-09-02,Laundry Jobber,NEW BRIGHT STAR CORPORATION,,8419,7TH AVE,,BROOKLYN,NY,11228,7188333493,Brooklyn,3.0,310.0,43.0,3152925,3060290004,BK30,140.0,,-74.02066895257761,40.619783813308395,"(40.619783813308395, -74.02066895257761)"
2020549-DCA,Business,2021-03-31,Active,2015-04-06,Garage,CORINTHIAN GARAGE LLC,,330,E 38TH ST,,NEW YORK,NY,10016,646-964-4323,Manhattan,1.0,106.0,4.0,1076166,1009437501,MN20,78.0,"Vehicle Spaces: 186, Bicycle Spaces: 19",-73.97274135596683,40.746741853644096,"(40.746741853644096, -73.97274135596683)"
1421096-DCA,Business,2014-05-01,Inactive,2012-03-05,Employment Agency,CORONA EMPLOYMENT AGENCY CORP.,,10018,40TH RD,,CORONA,NY,11368,6468360150,Queens,4.0,404.0,21.0,4542824,4016100050,QN26,407.0,,-73.86481797592492,40.74867765262727,"(40.74867765262727, -73.86481797592492)"
2050967-DCA,Business,2017-05-21,Inactive,2017-04-10,Amusement Device Temporary,WONDERLAND MIDWAY CORP.,,150,THROGGS NECK BLVD,,BRONX,NY,10465,7189289920,Bronx,2.0,210.0,13.0,2078680,2055030001,BX52,118.0,"Device Name(s):  FERRIS WHEEL, CAROUSEL, BERRY GO ROUND, ROUND UP, LOOP-O-PLANE, HIMALAYA, TRUCK STOP, TAXI JET, HAPPY SWINGS, HAMPTON",-73.81166957137239,40.815379813422666,"(40.815379813422666, -73.81166957137239)"
2019528-DCA,Business,2021-03-31,Active,2015-03-13,Parking Lot,QP HOSP LLC,,1601,SEDDON ST,,BRONX,NY,10461,2126869800,Bronx,2.0,210.0,18.0,2119340,2039920032,BX59,204.0,"Vehicle Spaces: 150, Bicycle Spaces: 15",-73.84853480495327,40.84028207322119,"(40.84028207322119, -73.84853480495327)"
2058711-DCA,Business,2021-03-15,Active,2017-09-27,Dealer In Products,US BRACE & LIMB CO. INC.,SHOEROOM,4704,7TH AVE,,BROOKLYN,NY,11220,,Brooklyn,3.0,307.0,38.0,3012369,3007670038,BK34,96.0,,-74.00427726764794,40.64403030738859,"(40.64403030738859, -74.00427726764794)"
2007492-DCA,Business,2015-04-30,Inactive,2014-05-05,Pawnbroker,KPM GOLD & GEM LLC,,10509,CROSSBAY BLVD,,OZONE PARK,NY,11417,7183239400,Queens,4.0,410.0,32.0,4438535,4091630051,QN56,86.0,,-73.84446464195452,40.67982697470129,"(40.67982697470129, -73.84446464195452)"
1411775-DCA,Business,2012-11-06,Inactive,2011-10-27,Garage,"ST. ANN'S PARKING GARAGE, LLC",,601,E 156TH ST,,BRONX,NY,10455,7184010141,Bronx,2.0,201.0,17.0,2117693,2026180501,BX34,75.0,"Vehicle Spaces: 107, Bicycle Spaces: 10",-73.90993751295274,40.819055607190265,"(40.819055607190265, -73.90993751295274)"
1432732-DCA,Business,2013-04-30,Inactive,2012-06-05,Pawnbroker,SEAPORT DIAMOND & JEWELRY ENTERPRISE INC.,,50,FULTON ST,,NEW YORK,NY,10038,3475533062,Manhattan,1.0,101.0,1.0,1001172,1000750501,MN25,1502.0,,-74.0046961806822,40.70823605278434,"(40.70823605278434, -74.0046961806822)"
2018914-DCA,Business,2019-11-01,Active,2015-03-03,Pedicab Business,SHEROZ ASROROV,,861,48TH ST,,BROOKLYN,NY,11220,3477985556,Brooklyn,3.0,312.0,38.0,3012492,3007690047,BK34,94.0,"Active Sticker Numbers:  2274, 2064",-74.001264754329,40.641472240243615,"(40.641472240243615, -74.001264754329)"
2001805-DCA,Business,2017-12-31,Inactive,2013-12-20,Laundry Jobber,BRADLEY CLEANERS I LLC,,318,BRADLEY AVE,,STATEN ISLAND,NY,10314,7186989349,Staten Island,5.0,502.0,49.0,5021182,5008210011,SI05,18902.0,,-74.13152792352236,40.60340358742037,"(40.60340358742037, -74.13152792352236)"
1392775-DCA,Business,2020-04-30,Active,2011-05-19,Pawnbroker,"EMPIRE PAWN BG, LLC",,3548,UNION ST,,FLUSHING,NY,11354,9172258428,Queens,4.0,407.0,20.0,4308803,4049610001,QN22,869.0,,-73.82799628865207,40.76472102274975,"(40.76472102274974, -73.82799628865207)"
1471266-DCA,Business,2018-02-28,Inactive,2013-08-14,Process Serving Agency,"JOHN J. RIDDLE, CLAIMS CONSULTANTS INC.",,7804,3RD AVE,,BROOKLYN,NY,11209,7188330516,Brooklyn,3.0,310.0,43.0,3150254,3059680043,BK31,64.0,,-74.02874173711658,40.629166517779424,"(40.629166517779424, -74.02874173711658)"
1428147-DCA,Business,2019-04-30,Inactive,2012-05-02,Pawnbroker,"LVL GROUP, INC.",GOLD BUYERS CLUB AND JEWELERS,9918,METROPOLITAN AVE,,FOREST HILLS,NY,11375,7184701100,Queens,4.0,406.0,29.0,4095206,4038940039,QN17,645.0,,-73.85323677120455,40.71082971623881,"(40.71082971623881, -73.85323677120455)"
1472012-DCA,Business,2018-04-30,Inactive,2013-08-21,Tow Truck Company,AUTOMOTION RECOVERY INC,,1408,BLONDELL AVE,,BRONX,NY,10461,3478153278,Bronx,2.0,211.0,13.0,2045734,2041390008,BX37,284.0,Active Plate Numbers:  6470,-73.84300570807838,40.84316760692803,"(40.84316760692803, -73.84300570807838)"
